location_id,AddressNumber,StreetNamePreDirectional,StreetNamePreType,StreetName,StreetNamePostType,StreetNamePostDirectional,county,address_1,address_2,city,state,zip,state_abbr,location_source_value,latitude,longitude,geometry,Nominatim_address,Primary RUCA Code 2010,rural,tribal,rural_tribal
16160,98,,,Davenport,Street,,Berkeley County,98 Davenport Street,SUITE 10,Goose Creek,South Carolina,29445,SC,"98 DAVENPORT STREET SUITE 10, GOOSE CREEK, SC 29445",33.034861000000035,-80.06583799999999,POINT (-80.06583799999999 33.03486100000003),"98,  Davenport Street , Goose Creek, Berkeley County, South Carolina, 29445, United States",1.0,0,0,0
20950,211,North,,Main,Street,,Hamlin County,211 North Main St,,Estelline,South Dakota,57234,SD,"211 NORTH MAIN ST, Estelline, South Dakota 57234",44.5739600800001,-96.9024317599999,POINT (-96.9024317599999 44.5739600800001),"211,North  Main Street , Estelline, Hamlin County, South Dakota, 57234, United States",10.0,1,0,0
4126,1401,West,,Bailey,Street,,Minnehaha County,1401 W Bailey St,,Sioux Falls,South Dakota,57104,SD,"1401 W BAILEY ST, SIOUX FALLS, SD 57104",43.56144200008918,-96.74587100025391,POINT (-96.74587100025391 43.56144200008918),"1401,West  Bailey Street , Sioux Falls, Minnehaha County, South Dakota, 57104, United States",1.0,0,0,0
41183,533,,,Fordham,Drive,,Clark County,533 Fordham Dr,,Carpenter,South Dakota,57322,SD,"533 FORDHAM DR, CARPENTER, SD 57322",44.76771812206435,-97.9085043421576,POINT (-97.9085043421576 44.76771812206435),"533,  Fordham Drive , Carpenter, Clark County, South Dakota, 57322, United States",10.0,1,0,0
4016,38519,,,174th,Street,,Spink County,38519 174Th St,,Redfield,South Dakota,57469,SD,"38519 174TH ST, REDFIELD, SD 57469",44.86477399999989,-98.51885600039664,POINT (-98.51885600039664 44.86477399999989),"38519,  174th Street , Redfield, Spink County, South Dakota, 57469, United States",10.0,1,0,0
41764,601,,,11th,Street,Northeast,Codington County,601 11Th St Ne,,Watertown,South Dakota,57201,SD,"601 11TH ST NE, WATERTOWN, SD 57201",44.90798338585855,-97.09805075800008,POINT (-97.09805075800008 44.90798338585855),"601,  11th Street Northeast, Watertown, Codington County, South Dakota, 57201, United States",4.0,1,0,0
3903,508,West,,1st,Avenue,,Moody County,508 W 1St Ave,,Flandreau,South Dakota,57028,SD,"508 W 1ST AVE, FLANDREAU, SD 57028",44.050507000114976,-96.60219099968958,POINT (-96.60219099968958 44.05050700011498),"508,West  1st Avenue , Flandreau, Moody County, South Dakota, 57028, United States",10.0,1,0,0
34131,1900,West,,Russell,Street,,Minnehaha County,1900 W Russell St,,Sioux Falls,South Dakota,57104,SD,"1900 W RUSSELL ST, SIOUX FALLS, SD 57104",43.56480283199337,-96.75292102437442,POINT (-96.75292102437442 43.56480283199337),"1900,West  Russell Street , Sioux Falls, Minnehaha County, South Dakota, 57104, United States",1.0,0,0,0
3948,111,,,14th,Avenue,Northeast,Codington County,111 14Th Ave Ne,,Watertown,South Dakota,57201,SD,"111 14TH AVE NE, WATERTOWN, SD 57201",44.91922699992213,-97.11032199990268,POINT (-97.11032199990268 44.91922699992213),"111,  14th Avenue Northeast, Watertown, Codington County, South Dakota, 57201, United States",4.0,1,0,0
3902,700,,,44th,Street,,Pennington County,700 44Th St,,Rapid City,South Dakota,57702,SD,"700 44TH ST, RAPID CITY, SD 57702",44.07881900018237,-103.2921830001291,POINT (-103.2921830001291 44.07881900018237),"700,  44th Street , Rapid City, Pennington County, South Dakota, 57702, United States",1.0,0,0,0
16492,414,East,,Clark,Street,,Clay County,414 E Clark St,,Vermillion,South Dakota,57069,SD,"414 E CLARK ST, VERMILLION, SD 57069",42.78467617100006,-96.92653276099996,POINT (-96.92653276099996 42.78467617100006),"414,East  Clark Street , Vermillion, Clay County, South Dakota, 57069, United States",4.0,1,0,0
19452,124,,,Elk,Street,,Brookings County,124 Elk Street,, Elkton,South Dakota,57026,SD,"124 Elk Street, Elkton, South Dakota 57026",44.318317,-96.920602,POINT (-96.920602 44.318317),"124,  Elk Street , Elkton, Brookings County, South Dakota, 57026, United States",5.0,1,0,0
16268,315,,,Hospital,Drive,,Davidson County,315 Hospital Drive,,Madison,Tennessee,37115,TN,"315 HOSPITAL DRIVE, MADISON, TN 37115",36.25299699600004,-86.68339617299995,POINT (-86.68339617299995 36.25299699600004),"315,  Hospital Drive , Madison, Davidson County, Tennessee, 37115, United States",1.0,0,0,0
17328,1507,,,County Hospital,Road,,Davidson County,1507 County Hospital Road,,Nashville,Tennessee,37218,TN,"1507 COUNTY HOSPITAL ROAD, NASHVILLE, TN 37218",36.18765561500005,-86.84251866599999,POINT (-86.84251866599999 36.18765561500005),"1507,  County Hospital Road , Nashville, Davidson County, Tennessee, 37218, United States",1.0,0,0,0
20463,7663,,Highway,51,,South,Tipton County,7663 Highway 51 South,,Brighton,Tennessee,38011,TN,"7663 Highway 51 South, Brighton, Tennessee 38011",35.482,-89.740734,POINT (-89.740734 35.482),"7663, Highway 51  South, Brighton, Tipton County, Tennessee, 38011, United States",2.0,0,0,0
20032,18418,,,Alberta,Street,,Scott County,18418 Alberta Street,,Oneida,Tennessee,37841,TN,"18418 Alberta Street, Oneida, Tennessee 37841",36.499975,-84.515966,POINT (-84.51596600000001 36.499975),"18418,  Alberta Street , Oneida, Scott County, Tennessee, 37841, United States",7.0,1,0,0
32664,7228,,,Oak Ridge,Highway,,Knox County,7228 Oak Ridge Hwy,,Knoxville,Tennessee,37931,TN,"7228 Oak Ridge Hwy, Knoxville, TN 37931",35.98882700026724,-84.07924000013081,POINT (-84.07924000013081 35.98882700026724),"7228,  Oak Ridge Highway , Knoxville, Knox County, Tennessee, 37931, United States",1.0,0,0,0
22088,2005,,,Petway,Road,,Cheatham County,2005 Petway Road,,Ashland City,Tennessee,37015,TN,"2005 Petway Road, Ashland City, TN 37015",36.27564430885364,-87.118449781716,POINT (-87.118449781716 36.27564430885364),"2005,  Petway Road , Ashland City, Cheatham County, Tennessee, 37015, United States",2.0,0,0,0
22638,2214,,,Lower Brownsville,Road,,Madison County,2214 Lower Brownsville Road,,Jackson,Tennessee,38301,TN,"2214 Lower Brownsville Road, Jackson, TN 38301",35.653960867739755,-89.02640331425975,POINT (-89.02640331425975 35.65396086773976),"2214,  Lower Brownsville Road , Jackson, Madison County, Tennessee, 38301, United States",2.0,0,0,0
32855,1030,,,Jefferson,Avenue,,Shelby County,1030 Jefferson Ave,,Memphis,Tennessee,38104,TN,"1030 Jefferson Ave, Memphis, TN 38104",35.14264499996614,-90.02444299992739,POINT (-90.02444299992739 35.14264499996614),"1030,  Jefferson Avenue , Memphis, Shelby County, Tennessee, 38104, United States",1.0,0,0,0
35083,620,,,Hospital,Drive,,Jackson County,620 Hospital Drive,,Gainesboro,Tennessee,38562,TN,"620 HOSPITAL DRIVE, GAINESBORO, TN 38562",36.34876947913334,-85.65617956342653,POINT (-85.65617956342653 36.34876947913334),"620,  Hospital Drive , Gainesboro, Jackson County, Tennessee, 38562, United States",5.0,1,0,0
22405,1957,,,Mountain,Road,,Anderson County,1957 Mountain Road,,Andersonville,Tennessee,37705,TN,"1957 Mountain Road, Andersonville, TN 37705",36.19791617041632,-84.03673720420277,POINT (-84.03673720420277 36.19791617041632),"1957,  Mountain Road , Andersonville, Anderson County, Tennessee, 37705, United States",2.0,0,0,0
41833,1535,,,Burnett Station,Road,,Blount County,1535 Burnett Station Rd,,Seymour,Tennessee,37865,TN,"1535 BURNETT STATION RD, SEYMOUR, TN 37865",35.83944861927536,-83.80072915105069,POINT (-83.80072915105069 35.83944861927536),"1535,  Burnett Station Road , Seymour, Blount County, Tennessee, 37865, United States",1.0,0,0,0
41308,2300,,,Mcmullen,Lane,,San Patricio County,2300 Mcmullen Lane,STE 600,Aransas Pass,Texas,78336,TX,"2300 MCMULLEN LANE STE 600, ARANSAS PASS, TX 78336",27.90317461702936,-97.14821298889252,POINT (-97.14821298889252 27.90317461702936),"2300,  Mcmullen Lane , Aransas Pass, San Patricio County, Texas, 78336, United States",4.0,1,0,0
41137,301,,,F M 1861,,,Van Zandt County,301 F M 1861,,Martin'S Mill,Texas,75754,TX,"301 F M 1861, MARTIN'S MILL, TX 75754",32.414513577045696,-95.79100161895757,POINT (-95.79100161895757 32.4145135770457),"301,  F M 1861  , Martin'S Mill, Van Zandt County, Texas, 75754, United States",2.0,0,0,0
41385,6901,South,,Westmoreland,Road,,Dallas County,6901 S Westmoreland Rd,,Dallas,Texas,75237,TX,"6901 S WESTMORELAND RD, DALLAS, TX 75237",32.66357776613162,-96.88225377196632,POINT (-96.88225377196632 32.66357776613162),"6901,South  Westmoreland Road , Dallas, Dallas County, Texas, 75237, United States",1.0,0,0,0
30667,510,East,,Lantrip,Street,,Gregg County,510 E Lantrip St,,Kilgore,Texas,75662,TX,"510 E Lantrip St, Kilgore, TX 75662",32.38672999989008,-94.87020600024285,POINT (-94.87020600024285 32.38672999989008),"510,East  Lantrip Street , Kilgore, Gregg County, Texas, 75662, United States",4.0,1,0,0
43176,1400,,,Bulldog,Boulevard,,Collin County,1400 Bulldog Blvd,,Royse City,Texas,75189,TX,"1400 BULLDOG BLVD, ROYSE CITY, TX 75189",32.98939512733011,-96.32626970970595,POINT (-96.32626970970595 32.98939512733011),"1400,  Bulldog Boulevard , Royse City, Collin County, Texas, 75189, United States",1.0,0,0,0
41628,7200,,I,40,,West,Potter County,7200 I 40 W,,Amarillo,Texas,79106,TX,"7200 I 40 W, AMARILLO, TX 79106",35.19303376481734,-101.92003529704932,POINT (-101.9200352970493 35.19303376481734),"7200, I 40  West, Amarillo, Potter County, Texas, 79106, United States",1.0,0,0,0
18659,225,,,College Park,Drive,,Parker County,225 College Park Drive,,Weatherford,Texas,76086,TX,"225 COLLEGE PARK DRIVE, WEATHERFORD, TX 76086",32.74063136100005,-97.79254584799996,POINT (-97.79254584799996 32.74063136100005),"225,  College Park Drive , Weatherford, Parker County, Texas, 76086, United States",4.0,1,0,0
32620,1140,West,Us Highway,77,,,Cameron County,1140 W Us Highway 77,,San Benito,Texas,78586,TX,"1140 W US HIGHWAY 77, San Benito, TX 78586",26.13330000002942,-97.6452540003606,POINT (-97.64525400036059 26.13330000002942),"1140,West Us Highway 77  , San Benito, Cameron County, Texas, 78586, United States",1.0,0,0,0
17495,4522,,,Fredericksburg,Road,,Bexar County,4522 Fredericksburg Rd,,"A-85, San Antonio",Texas,78201,TX,"4522 FREDERICKSBURG RD, A-85, SAN ANTONIO, TX 78201",29.49337200000009,-98.551158,POINT (-98.551158 29.49337200000009),"4522,  Fredericksburg Road , A-85, San Antonio, Bexar County, Texas, 78201, United States",1.0,0,0,0
18153,2413,West,,Airport,Freeway,,Dallas County,2413 West Airport Freeway,,Irving,Texas,75062,TX,"2413 WEST AIRPORT FREEWAY, IRVING, TX 75062",32.83876500000002,-96.97828299999996,POINT (-96.97828299999996 32.83876500000002),"2413,West  Airport Freeway , Irving, Dallas County, Texas, 75062, United States",1.0,0,0,0
32190,1501,West,,Roosevelt,Street,,Hutchinson County,1501 W Roosevelt St,,Borger,Texas,79007,TX,"1501 W Roosevelt St, Borger, TX 79007",35.65622700006293,-101.41153000029836,POINT (-101.4115300002984 35.65622700006293),"1501,West  Roosevelt Street , Borger, Hutchinson County, Texas, 79007, United States",4.0,1,0,0
13908,6391,,,Happiness,Drive,,Salt Lake County,6391 Happiness Dr,,West Jordan,Utah,84084,UT,"6391 HAPPINESS DR, WEST JORDAN, UT 84084",40.62196100013856,-111.93493099999807,POINT (-111.9349309999981 40.62196100013856),"6391,  Happiness Drive , West Jordan, Salt Lake County, Utah, 84084, United States",1.0,0,0,0
43973,1195,South,,Elk Ridge,Drive,,Utah County,1195 S Elk Ridge Drive,,Salem,Utah,84653,UT,"1195 S ELK RIDGE DRIVE, SALEM, UT 84653",40.03647459796864,-111.6913652541724,POINT (-111.6913652541724 40.03647459796864),"1195,South  Elk Ridge Drive , Salem, Utah County, Utah, 84653, United States",1.0,0,0,0
21619,175,South,,West Temple,,,Salt Lake County,175 S West Temple,,Salt Lake City,Utah,84101,UT,"175 S WEST TEMPLE, Salt Lake City, Utah 84101",40.76552,-111.893925,POINT (-111.893925 40.76552),"175,South  West Temple  , Salt Lake City, Salt Lake County, Utah, 84101, United States",1.0,0,0,0
43984,6407,North,,Business Partk Loop,Road,,Summit County,6407 N Business Partk Loop Rd,,Park City,Utah,84098,UT,"6407 N BUSINESS PARTK LOOP RD, PARK CITY, UT 84098",40.72318876394074,-111.48522226935928,POINT (-111.4852222693593 40.72318876394074),"6407,North  Business Partk Loop Road , Park City, Summit County, Utah, 84098, United States",10.0,1,0,0
14031,519,,,Cleveland,Avenue,,Salt Lake County,519 Cleveland Ave,,Salt Lake Cty,Utah,84105,UT,"519 CLEVELAND AVE, SALT LAKE CTY, UT 84105",40.73839600024972,-111.87616300031196,POINT (-111.876163000312 40.73839600024972),"519,  Cleveland Avenue , Salt Lake Cty, Salt Lake County, Utah, 84105, United States",1.0,0,0,0
6746,711,East,,600,,South,Cache County,711 E 600 S,,Smithfield,Utah,84335,UT,"711 E 600 S, SMITHFIELD, UT 84335",41.82393799972654,-111.8130019999346,POINT (-111.8130019999346 41.82393799972654),"711,East  600  South, Smithfield, Cache County, Utah, 84335, United States",1.0,0,0,0
14405,1922,West,,200,,North,Utah County,1922 W 200 N,,Lindon,Utah,84042,UT,"1922 W 200 N, LINDON, UT 84042",40.34046800022429,-111.75935099993954,POINT (-111.7593509999395 40.34046800022429),"1922,West  200  North, Lindon, Utah County, Utah, 84042, United States",1.0,0,0,0
9445,140,West,,100,,South,Sevier County,140 W 100 S,,"Mail, Monroe",Utah,84754,UT,"140 W 100 S MAIL, MONROE, UT 84754",38.63371000009686,-112.1245039997452,POINT (-112.1245039997452 38.63371000009686),"140,West  100  South, Mail, Monroe, Sevier County, Utah, 84754, United States",10.0,1,0,0
33560,2270,South,,525,,West,Beaver County,2270 S 525 W,,Beaver,Utah,84713,UT,"2270 S 525 W, BEAVER, UT 84713",38.24310549729551,-112.65238411307924,POINT (-112.6523841130792 38.24310549729551),"2270,South  525  West, Beaver, Beaver County, Utah, 84713, United States",7.0,1,0,0
33601,1960,South,,Main,,,Tooele County,1960 S Main,,Tooele,Utah,84074,UT,"1960 S MAIN, TOOELE, UT 84074",40.49352618650408,-112.33303792186425,POINT (-112.3330379218642 40.49352618650408),"1960,South  Main  , Tooele, Tooele County, Utah, 84074, United States",4.0,1,0,0
14427,2858,South,,9100,,West,Salt Lake County,2858 S 9100 W,,Magna,Utah,84044,UT,"2858 S 9100 W, MAGNA, UT 84044",40.708300000155184,-112.10835699990542,POINT (-112.1083569999054 40.70830000015518),"2858,South  9100  West, Magna, Salt Lake County, Utah, 84044, United States",1.0,0,0,0
34097,144,,,Prison,Lane,,Fluvanna County,144 Prison Lane,,Troy,Virginia,22974,VA,"144 PRISON LANE, TROY, VA 22974",37.98263930517996,-78.27017940508158,POINT (-78.27017940508158 37.98263930517996),"144,  Prison Lane , Troy, Fluvanna County, Virginia, 22974, United States",2.0,0,0,0
18726,5251,,,College,Drive,,Pulaski County,5251 College Drive,,Dublin,Virginia,24084,VA,"5251 COLLEGE DRIVE, DUBLIN, VA 24084",37.10522900000006,-80.69605499999993,POINT (-80.69605499999993 37.10522900000006),"5251,  College Drive , Dublin, Pulaski County, Virginia, 24084, United States",4.0,1,0,0
16230,645,,,Patriot,Avenue,,Henry County,645 Patriot Avenue,,Martinsville,Virginia,24112,VA,"645 PATRIOT AVENUE, MARTINSVILLE, VA 24112",36.73790032300007,-79.87113604799997,POINT (-79.87113604799997 36.73790032300007),"645,  Patriot Avenue , Martinsville, Henry County, Virginia, 24112, United States",4.0,1,0,0
29680,6462,,,Little River,Tpke,,Fairfax County,6462 Little River Tpke,,Alexandria,Virginia,22312,VA,"6462 Little River Tpke, Alexandria, VA 22312",38.82097299986278,-77.15433300040726,POINT (-77.15433300040726 38.82097299986278),"6462,  Little River Tpke , Alexandria, Fairfax County, Virginia, 22312, United States",1.0,0,0,0
35089,272,,,Dogwood,Drive,,Wise County,272 Dogwood Dr,,Big Stone Gap,Virginia,24219,VA,"272 DOGWOOD DR, BIG STONE GAP, VA 24219",36.84210139932626,-82.78675157419424,POINT (-82.78675157419424 36.84210139932626),"272,  Dogwood Drive , Big Stone Gap, Wise County, Virginia, 24219, United States",7.0,1,0,0
29809,2500,,,Investigation,Parkway,,Prince William County,2500 Investigation Pkwy,Ste O-G03,Quantico,Virginia,22134,VA,"2500 Investigation Pkwy Ste O-G03, Quantico, VA 22134",38.51320000032958,-77.31360000004638,POINT (-77.31360000004638 38.51320000032958),"2500,  Investigation Parkway , Quantico, Prince William County, Virginia, 22134, United States",1.0,0,0,0
35069,12352,,,Coffeewood,Drive,,Culpeper County,12352 Coffeewood Dr,,Mitchells,Virginia,22729,VA,"12352 COFFEEWOOD DR, MITCHELLS, VA 22729",38.36377872133372,-78.0176311521665,POINT (-78.0176311521665 38.36377872133372),"12352,  Coffeewood Drive , Mitchells, Culpeper County, Virginia, 22729, United States",5.0,1,0,0
19110,751,West,,Hundred,Road,,Chesterfield County,751 West Hundred Road,,Chester,Virginia,23836,VA,"751 WEST HUNDRED ROAD, CHESTER, VA 23836",37.34888200000005,-77.37411199999997,POINT (-77.37411199999997 37.34888200000005),"751,West  Hundred Road , Chester, Chesterfield County, Virginia, 23836, United States",1.0,0,0,0
42008,7610,,,Old Centreville,Road,,Prince William County,7610 Old Centreville Rd,,Manassas,Virginia,20111,VA,"7610 OLD CENTREVILLE RD, MANASSAS, VA 20111",38.789993318924544,-77.45917752815505,POINT (-77.45917752815505 38.78999331892454),"7610,  Old Centreville Road , Manassas, Prince William County, Virginia, 20111, United States",1.0,0,0,0
20556,189,,,Main,Street,,Craig County,189 Main Street,,New Castle,Virginia,24127,VA,"189 Main Street, New Castle, Virginia 24127",37.503431,-80.109346,POINT (-80.109346 37.503431),"189,  Main Street , New Castle, Craig County, Virginia, 24127, United States",2.0,0,0,0
30004,5775,,,Barclay,Drive,,Fairfax County,5775 Barclay Dr,,Alexandria,Virginia,22315,VA,"5775 Barclay Dr, Alexandria, VA 22315",38.76830299970081,-77.13354699982902,POINT (-77.13354699982902 38.76830299970081),"5775,  Barclay Drive , Alexandria, Fairfax County, Virginia, 22315, United States",1.0,0,0,0
674,161,,,Western,Avenue,,Windham County,161 Western Ave,,Brattleboro,Vermont,5301,VT,"161 WESTERN AVE, BRATTLEBORO, VT 05301",42.85175699997106,-72.57220600031842,POINT (-72.57220600031842 42.85175699997106),"161,  Western Avenue , Brattleboro, Windham County, Vermont, 5301, United States",7.0,1,0,0
707,440,,,Main,Street,,Bennington County,440 Main St,,Bennington,Vermont,5201,VT,"440 MAIN ST, BENNINGTON, VT 05201",42.87824700030271,-73.19625000020527,POINT (-73.19625000020527 42.87824700030271),"440,  Main Street , Bennington, Bennington County, Vermont, 5201, United States",4.0,1,0,0
16622,337,,,College,Hill,,Lamoille County,337 College Hill,,Johnson,Vermont,5656,VT,"337 COLLEGE HILL, JOHNSON, VT 05656",44.64173625700004,-72.67115428999995,POINT (-72.67115428999995 44.64173625700004),"337,  College Hill , Johnson, Lamoille County, Vermont, 5656, United States",10.0,1,0,0
673,2025,,,Williston,Road,,Chittenden County,2025 Williston Rd,,S Burlington,Vermont,5403,VT,"2025 WILLISTON RD, S BURLINGTON, VT 05403",44.45941399989514,-73.14688300022314,POINT (-73.14688300022314 44.45941399989514),"2025,  Williston Road , S Burlington, Chittenden County, Vermont, 5403, United States",1.0,0,0,0
668,300,,,Trinity,Drive,,Chittenden County,300 Trinity Dr,,Williston,Vermont,5495,VT,"300 TRINITY DR, WILLISTON, VT 05495",44.46762100017173,-73.10900099977606,POINT (-73.10900099977606 44.46762100017173),"300,  Trinity Drive , Williston, Chittenden County, Vermont, 5495, United States",1.0,0,0,0
20212,497,,,Railroad,Street,,Caledonia County,497 Railroad Street,,Saint Johnsbury,Vermont,5819,VT,"497 Railroad Street, Saint Johnsbury, Vermont 05819",44.411432,-72.141344,POINT (-72.141344 44.411432),"497,  Railroad Street , Saint Johnsbury, Caledonia County, Vermont, 5819, United States",8.0,1,0,0
761,50,,,Elmore,Road,,Washington County,50 Elmore Rd,,Worcester,Vermont,5682,VT,"50 ELMORE RD, WORCESTER, VT 05682",44.3762150001829,-72.54911999999909,POINT (-72.54911999999909 44.3762150001829),"50,  Elmore Road , Worcester, Washington County, Vermont, 5682, United States",5.0,1,0,0
857,7,East,,Wells,Road,,Rutland County,7 East Wells Road,,Wells,Vermont,5774,VT,"7 EAST WELLS ROAD, WELLS, VT 05774",43.41713600023799,-73.20351400037482,POINT (-73.20351400037482 43.41713600023799),"7,East  Wells Road , Wells, Rutland County, Vermont, 5774, United States",10.0,1,0,0
724,2,,,Duane,Court,,Addison County,2 Duane Ct,,Middlebury,Vermont,5753,VT,"2 DUANE CT, MIDDLEBURY, VT 05753",44.01000299984232,-73.16502699985526,POINT (-73.16502699985526 44.01000299984232),"2,  Duane Court , Middlebury, Addison County, Vermont, 5753, United States",7.0,1,0,0
666,127,,,Webster,Road,,Chittenden County,127 Webster Rd,,Shelburne,Vermont,5482,VT,"127 WEBSTER RD, SHELBURNE, VT 05482",44.3893429999474,-73.22202999955262,POINT (-73.22202999955262 44.3893429999474),"127,  Webster Road , Shelburne, Chittenden County, Vermont, 5482, United States",1.0,0,0,0
680,15,,,Jewett,Street,,Franklin County,15 Jewett St,,Swanton,Vermont,5488,VT,"15 JEWETT ST, SWANTON, VT 05488",44.91350799982335,-73.11879599966538,POINT (-73.11879599966538 44.91350799982335),"15,  Jewett Street , Swanton, Franklin County, Vermont, 5488, United States",8.0,1,0,0
42085,3400,,,Hollywood,Avenue,,Whatcom County,3400 Hollywood Ave,,Bellingham,Washington,98225,WA,"3400 HOLLYWOOD AVE, BELLINGHAM, WA 98225",48.7788320899721,-122.52702362544554,POINT (-122.5270236254455 48.7788320899721),"3400,  Hollywood Avenue , Bellingham, Whatcom County, Washington, 98225, United States",1.0,0,0,0
42583,1201,,,Bradley,Road,,Whatcom County,1201 Bradley Rd,,Lynden,Washington,98264,WA,"1201 BRADLEY RD, LYNDEN, WA 98264",48.952221077969725,-122.42793001639836,POINT (-122.4279300163984 48.95222107796972),"1201,  Bradley Road , Lynden, Whatcom County, Washington, 98264, United States",4.0,1,0,0
33744,311,,,Grand,Avenue,,Whatcom County,311 Grand Ave,,Bellingham,Washington,98225,WA,"311 GRAND AVE, BELLINGHAM, WA 98225",48.75440280151313,-122.4807288954116,POINT (-122.4807288954116 48.75440280151313),"311,  Grand Avenue , Bellingham, Whatcom County, Washington, 98225, United States",1.0,0,0,0
30901,3325,,,Washington,Way,,Cowlitz County,3325 Washington Way,,Longview,Washington,98632,WA,"3325 Washington Way, Longview, WA 98632",46.130970999887175,-122.97375899986756,POINT (-122.9737589998676 46.13097099988718),"3325,  Washington Way , Longview, Cowlitz County, Washington, 98632, United States",1.0,0,0,0
18663,2522,,,Kwina,Road,,Whatcom County,2522 Kwina Rd,,Bellingham,Washington,98226,WA,"2522 KWINA RD, BELLINGHAM, WA 98226",48.79413105200006,-122.61465557099996,POINT (-122.614655571 48.79413105200006),"2522,  Kwina Road , Bellingham, Whatcom County, Washington, 98226, United States",2.0,0,1,0
34566,300,,,Memorial,Drive,,Pacific County,300 Memorial Dr,,South Bend,Washington,98586,WA,"300 MEMORIAL DR, SOUTH BEND, WA 98586",46.66233882783668,-123.81049532400188,POINT (-123.8104953240019 46.66233882783668),"300,  Memorial Drive , South Bend, Pacific County, Washington, 98586, United States",7.0,1,0,0
35449,3704,South,,Yakima,Avenue,,Pierce County,3704 S Yakima Ave,,Tacoma,Washington,98418,WA,"3704 S YAKIMA AVE, TACOMA, WA 98418",47.22447573131191,-122.4436940948752,POINT (-122.4436940948752 47.22447573131191),"3704,South  Yakima Avenue , Tacoma, Pierce County, Washington, 98418, United States",1.0,0,0,0
17359,2501,,,Elliott,Avenue,,King County,2501 Elliott Avenue,,Seattle,Washington,98121,WA,"2501 ELLIOTT AVENUE, SEATTLE, WA 98121",47.61337345300007,-122.35094540699995,POINT (-122.350945407 47.61337345300007),"2501,  Elliott Avenue , Seattle, King County, Washington, 98121, United States",1.0,0,0,0
35534,102,,,21st,Avenue,East,King County,102 21St Ave E,,Seattle,Washington,98112,WA,"102 21ST AVE E, SEATTLE, WA 98112",47.61864958561475,-122.30445296944784,POINT (-122.3044529694478 47.61864958561475),"102,  21st Avenue East, Seattle, King County, Washington, 98112, United States",1.0,0,0,0
17488,204,South,,College,Avenue,,Walla Walla County,204 S College Ave,,College Place,Washington,99324,WA,"204 S COLLEGE AVE, COLLEGE PLACE, WA 99324",46.04699975100005,-118.38977073199996,POINT (-118.389770732 46.04699975100005),"204,South  College Avenue , College Place, Walla Walla County, Washington, 99324, United States",1.0,0,0,0
20204,3100,,,Woburn,Street,,Whatcom County,3100 Woburn Street,,Bellingham,Washington,98226,WA,"3100 Woburn Street, Bellingham, Washington 98226",48.771439,-122.445289,POINT (-122.445289 48.771439),"3100,  Woburn Street , Bellingham, Whatcom County, Washington, 98226, United States",1.0,0,0,0
36004,1320,,,Bad Axe,Court,,Vernon County,1320 Bad Axe Court,,Viroqua,Wisconsin,54665,WI,"1320 BAD AXE COURT, VIROQUA, WI 54665",43.57700325960544,-90.8853726457194,POINT (-90.8853726457194 43.57700325960544),"1320,  Bad Axe Court , Viroqua, Vernon County, Wisconsin, 54665, United States",7.0,1,0,0
16503,1805,,,15th,Avenue,,Racine County,1805 15Th Avenue,,Union Grove,Wisconsin,53182,WI,"1805 15TH AVENUE, UNION GROVE, WI 53182",42.68036101500007,-88.06226475099999,POINT (-88.06226475099999 42.68036101500007),"1805,  15th Avenue , Union Grove, Racine County, Wisconsin, 53182, United States",7.0,1,0,0
43153,217,North,,Main,Street,,Clark County,217 N Main St,,Granton,Wisconsin,54436,WI,"217 N MAIN ST, GRANTON, WI 54436",44.59276594731709,-90.46233369141936,POINT (-90.46233369141936 44.59276594731709),"217,North  Main Street , Granton, Clark County, Wisconsin, 54436, United States",10.0,1,0,0
30285,8348,,,Corporate,Drive,,Racine County,8348 Corporate Dr,,Mount Pleasant,Wisconsin,53406,WI,"8348 CORPORATE DR, MOUNT PLEASANT, WI 53406",42.72228999990903,-87.88738999955224,POINT (-87.88738999955224 42.72228999990903),"8348,  Corporate Drive , Mount Pleasant, Racine County, Wisconsin, 53406, United States",1.0,0,0,0
34836,300,,,4th,Street,North,La Crosse County,300 4Th St N,,La Crosse,Wisconsin,54601,WI,"300 4TH ST N, LA CROSSE, WI 54601",43.814677284199966,-91.24865924256254,POINT (-91.24865924256254 43.81467728419997),"300,  4th Street North, La Crosse, La Crosse County, Wisconsin, 54601, United States",1.0,0,0,0
19722,405,,,Market,Street,,Wood County,405 Market Street,,Nekoosa,Wisconsin,54457,WI,"405 Market Street, Nekoosa, Wisconsin 54457",44.315446,-89.892322,POINT (-89.89232199999999 44.315446),"405,  Market Street , Nekoosa, Wood County, Wisconsin, 54457, United States",4.0,1,0,0
41666,420,,,Wacouta,Avenue,,Crawford County,420 Wacouta Ave,,Prairie Du Chien,Wisconsin,53821,WI,"420 WACOUTA AVE, PRAIRIE DU CHIEN, WI 53821",43.047089706044346,-91.1445006808554,POINT (-91.1445006808554 43.04708970604435),"420,  Wacouta Avenue , Prairie Du Chien, Crawford County, Wisconsin, 53821, United States",7.0,1,0,0
34741,1000,North,,Adams,Street,,Grant County,1000 N Adams St,,Lancaster,Wisconsin,53813,WI,"1000 N ADAMS ST, LANCASTER, WI 53813",42.85672323802977,-90.70808583592104,POINT (-90.70808583592104 42.85672323802977),"1000,North  Adams Street , Lancaster, Grant County, Wisconsin, 53813, United States",7.0,1,0,0
